,10,100,150,200,25,300,400,5,50,500,600,full-sampling
Cluster_0-CrossR-Replica_1,-2.096974,-2.308969,-2.316452,-2.312019,-2.31575,-2.310279,-2.285672,-2.354156,-2.29725,-2.297714,-2.303411,-2.307403
Cluster_0-CrossR-Replica_10,-1.975625,-2.228392,-2.296295,-2.265456,-2.272216,-2.328748,-2.312869,-2.315764,-2.308186,-2.294267,-2.303342,-2.307403
Cluster_0-CrossR-Replica_2,-2.344982,-2.272062,-2.312146,-2.294968,-2.35369,-2.283702,-2.285441,-2.234697,-2.321513,-2.284327,-2.325592,-2.307403
Cluster_0-CrossR-Replica_3,-2.310888,-2.280567,-2.295296,-2.32998,-2.311246,-2.30721,-2.276922,-2.313806,-2.343174,-2.283382,-2.304708,-2.307403
Cluster_0-CrossR-Replica_4,-2.279515,-2.319018,-2.300977,-2.312152,-2.284055,-2.316608,-2.312819,-2.164748,-2.304566,-2.290109,-2.311098,-2.307403
Cluster_0-CrossR-Replica_5,-2.213576,-2.28852,-2.301273,-2.273883,-2.352456,-2.290463,-2.31342,-2.503218,-2.252903,-2.304839,-2.286117,-2.307403
Cluster_0-CrossR-Replica_6,-2.45948,-2.307179,-2.258457,-2.316933,-2.33157,-2.278019,-2.308864,-2.30451,-2.300138,-2.294908,-2.308226,-2.307403
Cluster_0-CrossR-Replica_7,-2.200126,-2.3002,-2.306212,-2.349415,-2.238086,-2.293996,-2.291254,-2.127847,-2.305204,-2.309029,-2.290376,-2.307403
Cluster_0-CrossR-Replica_8,-2.192822,-2.262665,-2.2527,-2.274869,-2.298934,-2.296969,-2.287504,-2.133509,-2.271575,-2.295756,-2.290285,-2.307403
Cluster_0-CrossR-Replica_9,-2.311787,-2.271088,-2.206681,-2.30622,-2.329317,-2.324614,-2.281521,-2.295765,-2.239984,-2.313242,-2.297136,-2.307403
Cluster_1-CrossR-Replica_1,-2.022974,-2.240283,-2.18917,-2.248112,-2.176478,-2.22172,-2.233882,-2.063987,-2.29145,-2.252733,-2.252996,-2.247258
Cluster_1-CrossR-Replica_10,-1.961259,-2.236238,-2.268992,-2.286571,-2.225435,-2.229042,-2.227103,-1.944495,-2.204211,-2.281828,-2.243517,-2.247258
Cluster_1-CrossR-Replica_2,-2.091683,-2.201755,-2.216678,-2.254444,-2.315786,-2.249375,-2.245386,-2.182824,-2.331859,-2.249075,-2.258421,-2.247258
Cluster_1-CrossR-Replica_3,-2.34082,-2.186784,-2.307708,-2.228442,-2.203342,-2.262756,-2.224127,-2.237738,-2.290958,-2.224652,-2.2186,-2.247258
Cluster_1-CrossR-Replica_4,-2.148191,-2.290269,-2.228889,-2.247074,-2.204645,-2.246685,-2.25071,-2.083425,-2.249053,-2.248266,-2.247954,-2.247258
Cluster_1-CrossR-Replica_5,-2.209742,-2.259676,-2.193196,-2.214056,-2.305299,-2.227786,-2.230107,-2.112155,-2.28253,-2.223932,-2.236142,-2.247258
Cluster_1-CrossR-Replica_6,-2.306218,-2.236371,-2.216214,-2.27823,-2.314158,-2.249095,-2.23932,-2.146519,-2.176351,-2.251362,-2.262172,-2.247258
Cluster_1-CrossR-Replica_7,-2.322938,-2.225685,-2.201575,-2.253354,-2.189187,-2.273383,-2.242919,-1.967591,-2.264648,-2.244513,-2.229889,-2.247258
Cluster_1-CrossR-Replica_8,-2.166591,-2.280024,-2.213581,-2.288781,-2.121569,-2.228856,-2.257273,-2.006788,-2.185333,-2.252581,-2.25689,-2.247258
Cluster_1-CrossR-Replica_9,-2.213663,-2.200669,-2.228324,-2.237042,-2.106402,-2.261122,-2.243219,-2.376572,-2.274538,-2.223269,-2.238815,-2.247258
Cluster_2-CrossR-Replica_1,-2.004301,-2.177282,-2.165899,-2.209005,-2.048996,-2.188576,-2.173702,-1.972089,-2.176485,-2.195969,-2.195034,-2.199104
Cluster_2-CrossR-Replica_10,-2.016756,-2.168889,-2.167077,-2.183268,-2.097893,-2.198302,-2.192335,-2.030577,-2.107394,-2.223187,-2.194678,-2.199104
Cluster_2-CrossR-Replica_2,-2.277053,-2.209548,-2.199099,-2.187971,-2.215898,-2.174869,-2.177029,-2.178941,-2.208368,-2.178924,-2.205564,-2.199104
Cluster_2-CrossR-Replica_3,-2.205096,-2.185545,-2.237221,-2.166607,-2.180843,-2.174081,-2.185562,-2.103825,-2.230316,-2.205339,-2.172265,-2.199104
Cluster_2-CrossR-Replica_4,-2.197218,-2.214831,-2.167634,-2.211114,-2.127505,-2.200935,-2.19456,-2.087993,-2.204334,-2.180013,-2.206373,-2.199104
Cluster_2-CrossR-Replica_5,-2.167924,-2.185569,-2.197282,-2.191087,-2.202019,-2.202593,-2.210096,-2.30398,-2.194104,-2.18153,-2.205921,-2.199104
Cluster_2-CrossR-Replica_6,-2.173188,-2.165702,-2.203459,-2.182922,-2.255765,-2.159684,-2.199746,-1.992569,-2.120447,-2.198538,-2.186672,-2.199104
Cluster_2-CrossR-Replica_7,-2.127713,-2.17112,-2.206538,-2.206247,-2.15592,-2.192687,-2.190002,-2.180784,-2.201916,-2.202113,-2.200326,-2.199104
Cluster_2-CrossR-Replica_8,-2.003958,-2.186241,-2.171288,-2.160484,-2.160158,-2.18596,-2.192868,-2.107585,-2.22273,-2.19721,-2.189216,-2.199104
Cluster_2-CrossR-Replica_9,-2.170215,-2.201476,-2.125065,-2.190745,-2.222151,-2.218528,-2.193402,-2.213405,-2.174336,-2.185292,-2.20495,-2.199104
